prod,cat,video_id,aspect,negative,neutral,positive,channelTitle
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,hOi8s2wkX4A,performance,0.9197292,0.075936615,0.004334242,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.071032345,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,CjWfgSrwrz0,performance,0.004565469,0.07103236,0.9244022,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,86Gy035z_KA,performance,0.008979398,0.09818167,0.892839,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,dtp6b76pMak,performance,0.007863086,0.19055103,0.8015859,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
VR,Apple,4MbshUkkA38,performance,0.010859756,0.9412638,0.047876444,Marques Brownlee
