,id,prod,cat,video_id,aspect,negative,neutral,positive
0,34,VR,Apple,tciqW8VKfOU,mixed reality,0.5893035,0.3843003,0.02639617
0,34,VR,Apple,tciqW8VKfOU,Gyroscope,0.5357265,0.43675002,0.02752346
0,34,VR,Apple,tciqW8VKfOU,audio,0.3898925,0.588955,0.021152504
0,34,VR,Apple,tciqW8VKfOU,visual,0.51291794,0.46206293,0.02501923
0,34,VR,Apple,tciqW8VKfOU,technology,0.47219515,0.5042058,0.02359909
0,34,VR,Apple,tciqW8VKfOU,specification,0.5911173,0.38769066,0.021192003
0,35,VR,Apple,OFvXuyITwBI,performance,0.011817976,0.026531653,0.9616504
0,35,VR,Apple,OFvXuyITwBI,experience,0.012221498,0.028399173,0.9593794
0,35,VR,Apple,OFvXuyITwBI,gaming,0.012596117,0.03152124,0.9558826
0,35,VR,Apple,OFvXuyITwBI,mixed reality,0.012577539,0.031351738,0.9560708
0,35,VR,Apple,OFvXuyITwBI,Gyroscope,0.013108184,0.030555304,0.9563365
0,35,VR,Apple,OFvXuyITwBI,audio,0.012597777,0.030170232,0.957232
0,35,VR,Apple,OFvXuyITwBI,visual,0.012687318,0.029482516,0.9578302
0,35,VR,Apple,OFvXuyITwBI,technology,0.0128952395,0.029997319,0.9571074
0,35,VR,Apple,OFvXuyITwBI,specification,0.012894678,0.030721553,0.9563837
0,36,VR,Apple,OFvXuyITwBI,performance,0.25379166,0.29461837,0.45158997
0,36,VR,Apple,OFvXuyITwBI,experience,0.2606625,0.28939927,0.44993824
0,36,VR,Apple,OFvXuyITwBI,gaming,0.25776657,0.31506765,0.42716572
0,36,VR,Apple,OFvXuyITwBI,mixed reality,0.2585534,0.31865522,0.42279142
0,36,VR,Apple,OFvXuyITwBI,Gyroscope,0.2700151,0.30718556,0.42279935
0,36,VR,Apple,OFvXuyITwBI,audio,0.2611438,0.30293983,0.43591642
0,36,VR,Apple,OFvXuyITwBI,visual,0.2620857,0.2939005,0.4440138
0,36,VR,Apple,OFvXuyITwBI,technology,0.26206908,0.30313665,0.43479428
0,36,VR,Apple,OFvXuyITwBI,specification,0.262377,0.299467,0.438156
0,37,VR,Apple,OFvXuyITwBI,performance,0.025720384,0.27539274,0.6988869
0,37,VR,Apple,OFvXuyITwBI,experience,0.025238516,0.29886347,0.6758981
0,37,VR,Apple,OFvXuyITwBI,gaming,0.0257005,0.33514753,0.639152
0,37,VR,Apple,OFvXuyITwBI,mixed reality,0.025537645,0.31041345,0.66404885
0,37,VR,Apple,OFvXuyITwBI,Gyroscope,0.026079554,0.31232345,0.661597
0,37,VR,Apple,OFvXuyITwBI,audio,0.025427377,0.30466673,0.6699059
0,37,VR,Apple,OFvXuyITwBI,visual,0.025515312,0.30749312,0.66699153
0,37,VR,Apple,OFvXuyITwBI,technology,0.025436455,0.31581932,0.6587443
0,37,VR,Apple,OFvXuyITwBI,specification,0.025719281,0.3099857,0.66429496
0,38,VR,Apple,OFvXuyITwBI,performance,0.609516,0.05000412,0.3404798
0,38,VR,Apple,OFvXuyITwBI,experience,0.6308666,0.04873109,0.3204023
0,38,VR,Apple,OFvXuyITwBI,gaming,0.631392,0.05428844,0.31431958
0,38,VR,Apple,OFvXuyITwBI,mixed reality,0.63336706,0.051595323,0.31503764
0,38,VR,Apple,OFvXuyITwBI,Gyroscope,0.6145771,0.051702373,0.33372054
0,38,VR,Apple,OFvXuyITwBI,audio,0.5967316,0.052125696,0.3511427
0,38,VR,Apple,OFvXuyITwBI,visual,0.5985266,0.05008707,0.35138625
0,38,VR,Apple,OFvXuyITwBI,technology,0.6475307,0.048846174,0.3036231
0,38,VR,Apple,OFvXuyITwBI,specification,0.62268066,0.050453153,0.32686624
0,39,VR,Apple,OFvXuyITwBI,performance,0.16415396,0.53244424,0.30340186
0,39,VR,Apple,OFvXuyITwBI,experience,0.1612856,0.529142,0.30957234
0,39,VR,Apple,OFvXuyITwBI,gaming,0.14581282,0.5510987,0.30308846
0,39,VR,Apple,OFvXuyITwBI,mixed reality,0.15109079,0.55395085,0.29495838
0,39,VR,Apple,OFvXuyITwBI,Gyroscope,0.16369545,0.54576683,0.2905376
0,39,VR,Apple,OFvXuyITwBI,audio,0.1627642,0.5350266,0.3022092
0,39,VR,Apple,OFvXuyITwBI,visual,0.16768135,0.53413695,0.29818165
0,39,VR,Apple,OFvXuyITwBI,technology,0.1603853,0.53927624,0.30033845
0,39,VR,Apple,OFvXuyITwBI,specification,0.16157068,0.53802466,0.30040473
0,40,VR,Meta,jUIE2l_9ig8,performance,0.0140967565,0.9415735,0.044329777
0,40,VR,Meta,jUIE2l_9ig8,experience,0.004576223,0.9626078,0.032816034
0,40,VR,Meta,jUIE2l_9ig8,gaming,0.0056731883,0.95725113,0.037075676
0,40,VR,Meta,jUIE2l_9ig8,mixed reality,0.003464657,0.9765411,0.01999429
0,40,VR,Meta,jUIE2l_9ig8,Gyroscope,0.004797595,0.97695166,0.01825077
0,40,VR,Meta,jUIE2l_9ig8,audio,0.005665047,0.97006357,0.024271406
0,40,VR,Meta,jUIE2l_9ig8,visual,0.005485029,0.9745928,0.019922113
0,40,VR,Meta,jUIE2l_9ig8,technology,0.007446798,0.9445253,0.048027944
0,40,VR,Meta,jUIE2l_9ig8,specification,0.011216105,0.9547669,0.034016944
0,41,VR,Meta,jUIE2l_9ig8,performance,0.009852875,0.2584936,0.7316535
0,41,VR,Meta,jUIE2l_9ig8,experience,0.009015115,0.803666,0.18731886
0,41,VR,Meta,jUIE2l_9ig8,gaming,0.0031656611,0.98182297,0.015011379
0,41,VR,Meta,jUIE2l_9ig8,mixed reality,0.007239859,0.9847194,0.008040679
0,41,VR,Meta,jUIE2l_9ig8,Gyroscope,0.003697975,0.97375727,0.02254474
0,41,VR,Meta,jUIE2l_9ig8,audio,0.0039367406,0.95389503,0.042168263
0,41,VR,Meta,jUIE2l_9ig8,visual,0.0042674798,0.9741348,0.021597639
0,41,VR,Meta,jUIE2l_9ig8,technology,0.0046648635,0.8873851,0.107950084
0,41,VR,Meta,jUIE2l_9ig8,specification,0.0038455667,0.97138804,0.02476643
0,42,VR,Meta,jUIE2l_9ig8,performance,0.005086908,0.12874539,0.86616766
0,42,VR,Meta,jUIE2l_9ig8,experience,0.0076783556,0.39603108,0.5962905
0,42,VR,Meta,jUIE2l_9ig8,gaming,0.010528545,0.88616556,0.10330588
0,42,VR,Meta,jUIE2l_9ig8,mixed reality,0.016339483,0.78158706,0.2020735
0,42,VR,Meta,jUIE2l_9ig8,Gyroscope,0.013217334,0.75634676,0.23043588
0,42,VR,Meta,jUIE2l_9ig8,audio,0.006758574,0.21253316,0.78070825
0,42,VR,Meta,jUIE2l_9ig8,visual,0.0090024695,0.4675823,0.52341527
0,42,VR,Meta,jUIE2l_9ig8,technology,0.009836155,0.20880586,0.781358
0,42,VR,Meta,jUIE2l_9ig8,specification,0.012376395,0.59590286,0.3917207
0,43,VR,Meta,jUIE2l_9ig8,performance,0.18615824,0.6095366,0.20430514
0,43,VR,Meta,jUIE2l_9ig8,experience,0.1048571,0.6488588,0.24628407
0,43,VR,Meta,jUIE2l_9ig8,gaming,0.05745265,0.8772079,0.065339476
0,43,VR,Meta,jUIE2l_9ig8,mixed reality,0.21620135,0.6436796,0.14011905
0,43,VR,Meta,jUIE2l_9ig8,Gyroscope,0.09296722,0.7849496,0.122083224
0,43,VR,Meta,jUIE2l_9ig8,audio,0.050358858,0.886834,0.062807195
0,43,VR,Meta,jUIE2l_9ig8,visual,0.046847846,0.9245745,0.02857759
0,43,VR,Meta,jUIE2l_9ig8,technology,0.10115674,0.8264052,0.07243805
0,43,VR,Meta,jUIE2l_9ig8,specification,0.15531035,0.6557965,0.18889318
0,44,VR,Meta,jUIE2l_9ig8,performance,0.0052496116,0.062330395,0.93242
0,44,VR,Meta,jUIE2l_9ig8,experience,0.0068628923,0.16865198,0.82448506
0,44,VR,Meta,jUIE2l_9ig8,gaming,0.010971998,0.4853165,0.5037115
0,44,VR,Meta,jUIE2l_9ig8,mixed reality,0.030990329,0.4738335,0.49517623
0,44,VR,Meta,jUIE2l_9ig8,Gyroscope,0.0060862987,0.13751014,0.8564035
0,44,VR,Meta,jUIE2l_9ig8,audio,0.009684608,0.19696099,0.7933544
0,44,VR,Meta,jUIE2l_9ig8,visual,0.0060991356,0.07497658,0.9189243
0,44,VR,Meta,jUIE2l_9ig8,technology,0.00097042747,0.0051876283,0.9938419
0,44,VR,Meta,jUIE2l_9ig8,specification,0.008097342,0.14732267,0.84457994
0,45,VR,Apple,pE0-TeChSy0,performance,0.0144203445,0.050179668,0.93539995
0,45,VR,Apple,pE0-TeChSy0,experience,0.0148508875,0.050979145,0.93416995
0,45,VR,Apple,pE0-TeChSy0,gaming,0.014944995,0.05321304,0.93184197
0,45,VR,Apple,pE0-TeChSy0,mixed reality,0.0154211875,0.0523089,0.93227
0,45,VR,Apple,pE0-TeChSy0,Gyroscope,0.0152132325,0.053041335,0.93174535
0,45,VR,Apple,pE0-TeChSy0,audio,0.013169913,0.04781625,0.93901384
0,45,VR,Apple,pE0-TeChSy0,visual,0.014444005,0.05024874,0.93530726
0,45,VR,Apple,pE0-TeChSy0,technology,0.01475187,0.051418714,0.93382937
0,45,VR,Apple,pE0-TeChSy0,specification,0.014313865,0.05029761,0.9353885
0,46,VR,Apple,pE0-TeChSy0,performance,0.24212319,0.4139553,0.3439215
0,46,VR,Apple,pE0-TeChSy0,experience,0.24355754,0.4214458,0.33499664
0,46,VR,Apple,pE0-TeChSy0,gaming,0.25022376,0.40775856,0.34201774
0,46,VR,Apple,pE0-TeChSy0,mixed reality,0.23480129,0.43392527,0.3312734
0,46,VR,Apple,pE0-TeChSy0,Gyroscope,0.24832596,0.41362908,0.33804497
0,46,VR,Apple,pE0-TeChSy0,audio,0.2441756,0.42006284,0.33576146
0,46,VR,Apple,pE0-TeChSy0,visual,0.23806402,0.44179922,0.3201368
0,46,VR,Apple,pE0-TeChSy0,technology,0.24176238,0.4251478,0.3330899
0,46,VR,Apple,pE0-TeChSy0,specification,0.24161515,0.41477767,0.34360722
0,47,VR,Apple,pE0-TeChSy0,performance,0.114388034,0.6868987,0.19871332
0,47,VR,Apple,pE0-TeChSy0,experience,0.11145379,0.65741104,0.23113519
0,47,VR,Apple,pE0-TeChSy0,gaming,0.10878791,0.7025003,0.18871188
0,47,VR,Apple,pE0-TeChSy0,mixed reality,0.11129261,0.69220066,0.19650672
0,47,VR,Apple,pE0-TeChSy0,Gyroscope,0.111853726,0.6957664,0.19237982
0,47,VR,Apple,pE0-TeChSy0,audio,0.108458795,0.7014977,0.19004352
0,47,VR,Apple,pE0-TeChSy0,visual,0.10963434,0.6927757,0.19758992
0,47,VR,Apple,pE0-TeChSy0,technology,0.11273041,0.6913105,0.19595905
0,47,VR,Apple,pE0-TeChSy0,specification,0.11175382,0.69430137,0.19394486
0,48,VR,Apple,pE0-TeChSy0,performance,0.3850573,0.07229697,0.5426457
0,48,VR,Apple,pE0-TeChSy0,experience,0.37888512,0.07295682,0.5481581
0,48,VR,Apple,pE0-TeChSy0,gaming,0.37600565,0.0763979,0.54759645
0,48,VR,Apple,pE0-TeChSy0,mixed reality,0.41254658,0.09463559,0.49281776
0,48,VR,Apple,pE0-TeChSy0,Gyroscope,0.38834462,0.07235115,0.53930426
0,48,VR,Apple,pE0-TeChSy0,audio,0.39094642,0.07229292,0.5367606
0,48,VR,Apple,pE0-TeChSy0,visual,0.3940257,0.07224002,0.53373426
0,48,VR,Apple,pE0-TeChSy0,technology,0.399985,0.072348356,0.5276667
0,48,VR,Apple,pE0-TeChSy0,specification,0.37204808,0.07173823,0.5562137
0,49,VR,Apple,pE0-TeChSy0,performance,0.84007406,0.10993602,0.04998997
0,49,VR,Apple,pE0-TeChSy0,experience,0.84878546,0.10418805,0.047026485
0,49,VR,Apple,pE0-TeChSy0,gaming,0.8308023,0.11964382,0.049553864
0,49,VR,Apple,pE0-TeChSy0,mixed reality,0.8693461,0.10294364,0.02771035
0,49,VR,Apple,pE0-TeChSy0,Gyroscope,0.8382411,0.111536115,0.050222784
0,49,VR,Apple,pE0-TeChSy0,audio,0.8768439,0.08527134,0.037884697
0,49,VR,Apple,pE0-TeChSy0,visual,0.85697275,0.09713394,0.04589337
0,49,VR,Apple,pE0-TeChSy0,technology,0.83126545,0.112404205,0.056330405
0,49,VR,Apple,pE0-TeChSy0,specification,0.8322924,0.11791374,0.0497939
0,50,VR,Apple,bklHDIlJrVc,performance,0.1018117,0.8845961,0.013592241
0,50,VR,Apple,bklHDIlJrVc,experience,0.013911943,0.9784122,0.0076758154
0,50,VR,Apple,bklHDIlJrVc,gaming,0.015707986,0.97986686,0.0044250377
0,50,VR,Apple,bklHDIlJrVc,mixed reality,0.34050363,0.64968115,0.009815254
0,50,VR,Apple,bklHDIlJrVc,Gyroscope,0.04848982,0.8899558,0.06155429
0,50,VR,Apple,bklHDIlJrVc,audio,0.012844061,0.9719767,0.015179251
0,50,VR,Apple,bklHDIlJrVc,visual,0.0854353,0.86404824,0.05051649
0,50,VR,Apple,bklHDIlJrVc,technology,0.059069797,0.9319901,0.008940178
0,50,VR,Apple,bklHDIlJrVc,specification,0.09112173,0.88844615,0.020432128
0,51,VR,Apple,bklHDIlJrVc,performance,0.78589964,0.08257593,0.13152437
0,51,VR,Apple,bklHDIlJrVc,experience,0.22439569,0.48235306,0.2932513
0,51,VR,Apple,bklHDIlJrVc,gaming,0.019308431,0.96389717,0.016794486
0,51,VR,Apple,bklHDIlJrVc,mixed reality,0.634365,0.3578222,0.007812792
0,51,VR,Apple,bklHDIlJrVc,Gyroscope,0.5692757,0.021400148,0.40932423
0,51,VR,Apple,bklHDIlJrVc,audio,0.88385475,0.0708805,0.045264795
0,51,VR,Apple,bklHDIlJrVc,visual,0.5036357,0.40939307,0.086971186
0,51,VR,Apple,bklHDIlJrVc,technology,0.9735286,0.016803676,0.009667732
0,51,VR,Apple,bklHDIlJrVc,specification,0.12830247,0.8606677,0.011029843
0,52,VR,Apple,bklHDIlJrVc,performance,0.1018117,0.8845961,0.013592241
0,52,VR,Apple,bklHDIlJrVc,experience,0.013911943,0.9784122,0.0076758154
0,52,VR,Apple,bklHDIlJrVc,gaming,0.015707986,0.97986686,0.0044250377
0,52,VR,Apple,bklHDIlJrVc,mixed reality,0.34050363,0.64968115,0.009815254
0,52,VR,Apple,bklHDIlJrVc,Gyroscope,0.04848982,0.8899558,0.06155429
0,52,VR,Apple,bklHDIlJrVc,audio,0.012844061,0.9719767,0.015179251
0,52,VR,Apple,bklHDIlJrVc,visual,0.0854353,0.86404824,0.05051649
0,52,VR,Apple,bklHDIlJrVc,technology,0.059069797,0.9319901,0.008940178
0,52,VR,Apple,bklHDIlJrVc,specification,0.09112173,0.88844615,0.020432128
0,53,VR,Apple,bklHDIlJrVc,performance,0.014812391,0.0458117,0.9393759
0,53,VR,Apple,bklHDIlJrVc,experience,0.03194671,0.7208402,0.24721307
0,53,VR,Apple,bklHDIlJrVc,gaming,0.032761466,0.95913476,0.008103752
0,53,VR,Apple,bklHDIlJrVc,mixed reality,0.6587063,0.32980004,0.011493651
0,53,VR,Apple,bklHDIlJrVc,Gyroscope,0.0791193,0.8560033,0.06487746
0,53,VR,Apple,bklHDIlJrVc,audio,0.010894479,0.9759986,0.013106931
0,53,VR,Apple,bklHDIlJrVc,visual,0.033666894,0.93164593,0.03468716
0,53,VR,Apple,bklHDIlJrVc,technology,0.0054993434,0.0126568405,0.98184377
0,53,VR,Apple,bklHDIlJrVc,specification,0.030594701,0.9499949,0.019410368
0,54,VR,Apple,bklHDIlJrVc,performance,0.0075659137,0.87160987,0.12082426
0,54,VR,Apple,bklHDIlJrVc,experience,0.008108727,0.84305316,0.14883815
0,54,VR,Apple,bklHDIlJrVc,gaming,0.0062758187,0.96388483,0.029839361
0,54,VR,Apple,bklHDIlJrVc,mixed reality,0.034560427,0.9152616,0.050177984
0,54,VR,Apple,bklHDIlJrVc,Gyroscope,0.010212081,0.9057771,0.08401094
0,54,VR,Apple,bklHDIlJrVc,audio,0.009354948,0.90731865,0.08332641
0,54,VR,Apple,bklHDIlJrVc,visual,0.014188641,0.8205333,0.165278
0,54,VR,Apple,bklHDIlJrVc,technology,0.0079868175,0.8930748,0.09893833
0,54,VR,Apple,bklHDIlJrVc,specification,0.00935929,0.9020248,0.088615865
0,55,VR,Apple,XlAhhpOduRc,performance,0.049883332,0.5462718,0.40384483
0,55,VR,Apple,XlAhhpOduRc,experience,0.059196636,0.5429159,0.39788747
0,55,VR,Apple,XlAhhpOduRc,gaming,0.042482726,0.61334574,0.34417155
0,55,VR,Apple,XlAhhpOduRc,mixed reality,0.08971743,0.5674916,0.34279096
0,55,VR,Apple,XlAhhpOduRc,Gyroscope,0.053427447,0.6063728,0.34019983
0,55,VR,Apple,XlAhhpOduRc,audio,0.049162626,0.5903883,0.36044905
0,55,VR,Apple,XlAhhpOduRc,visual,0.0139575135,0.8820777,0.103964806
0,55,VR,Apple,XlAhhpOduRc,technology,0.04419429,0.6270339,0.3287718
0,55,VR,Apple,XlAhhpOduRc,specification,0.04082479,0.5542126,0.40496266
0,56,VR,Apple,XlAhhpOduRc,performance,0.43950316,0.4506412,0.10985564
0,56,VR,Apple,XlAhhpOduRc,experience,0.30286008,0.65027946,0.046860486
0,56,VR,Apple,XlAhhpOduRc,gaming,0.338797,0.5398722,0.12133079
0,56,VR,Apple,XlAhhpOduRc,mixed reality,0.5565491,0.35805503,0.08539595
0,56,VR,Apple,XlAhhpOduRc,Gyroscope,0.35531378,0.55233955,0.09234665
0,56,VR,Apple,XlAhhpOduRc,audio,0.43652764,0.45471722,0.108755164
0,56,VR,Apple,XlAhhpOduRc,visual,0.46754724,0.42874512,0.10370767
0,56,VR,Apple,XlAhhpOduRc,technology,0.372406,0.51102334,0.1165706
0,56,VR,Apple,XlAhhpOduRc,specification,0.5211611,0.38704994,0.09178897
0,57,VR,Apple,XlAhhpOduRc,performance,0.013768352,0.30885187,0.6773798
0,57,VR,Apple,XlAhhpOduRc,experience,0.0074523394,0.17772129,0.81482637
0,57,VR,Apple,XlAhhpOduRc,gaming,0.011633632,0.29717475,0.6911917
0,57,VR,Apple,XlAhhpOduRc,mixed reality,0.0109090265,0.30003005,0.68906087
0,57,VR,Apple,XlAhhpOduRc,Gyroscope,0.012375963,0.49942043,0.48820364
0,57,VR,Apple,XlAhhpOduRc,audio,0.011767305,0.32693306,0.6612996
0,57,VR,Apple,XlAhhpOduRc,visual,0.0119217355,0.32215452,0.6659237
0,57,VR,Apple,XlAhhpOduRc,technology,0.010859494,0.3121433,0.67699724
0,57,VR,Apple,XlAhhpOduRc,specification,0.01024788,0.24514294,0.7446091
0,58,VR,Apple,XlAhhpOduRc,performance,0.013121464,0.081909694,0.90496886
0,58,VR,Apple,XlAhhpOduRc,experience,0.008740471,0.04887483,0.94238466
0,58,VR,Apple,XlAhhpOduRc,gaming,0.0133734485,0.101436906,0.88518965
0,58,VR,Apple,XlAhhpOduRc,mixed reality,0.014904891,0.087509915,0.8975852
0,58,VR,Apple,XlAhhpOduRc,Gyroscope,0.011393043,0.07904167,0.9095653
0,58,VR,Apple,XlAhhpOduRc,audio,0.00999329,0.07147156,0.9185352
0,58,VR,Apple,XlAhhpOduRc,visual,0.011629284,0.06503509,0.9233357
0,58,VR,Apple,XlAhhpOduRc,technology,0.0062260292,0.058058433,0.9357155
0,58,VR,Apple,XlAhhpOduRc,specification,0.016724981,0.09204591,0.89122903
0,59,VR,Apple,XlAhhpOduRc,performance,0.014825269,0.037139032,0.9480357
0,59,VR,Apple,XlAhhpOduRc,experience,0.0011775994,0.0026834556,0.996139
0,59,VR,Apple,XlAhhpOduRc,gaming,0.003049767,0.017815433,0.9791348
0,59,VR,Apple,XlAhhpOduRc,mixed reality,0.0060660574,0.039755687,0.95417833
0,59,VR,Apple,XlAhhpOduRc,Gyroscope,0.004051885,0.023661127,0.97228694
0,59,VR,Apple,XlAhhpOduRc,audio,0.022408225,0.031002155,0.9465896
0,59,VR,Apple,XlAhhpOduRc,visual,0.007212562,0.041526955,0.9512605
0,59,VR,Apple,XlAhhpOduRc,technology,0.015198023,0.058884956,0.92591697
0,59,VR,Apple,XlAhhpOduRc,specification,0.008210375,0.038707938,0.9530817
0,60,VR,Apple,KhsuR8Z4YY8,performance,0.028769018,0.17427535,0.7969557
0,60,VR,Apple,KhsuR8Z4YY8,experience,0.022649158,0.6653144,0.3120365
0,60,VR,Apple,KhsuR8Z4YY8,gaming,0.0061890795,0.9874091,0.0064018313
0,60,VR,Apple,KhsuR8Z4YY8,mixed reality,0.69730186,0.2920738,0.010624272
0,60,VR,Apple,KhsuR8Z4YY8,Gyroscope,0.13273862,0.83625245,0.031009018
0,60,VR,Apple,KhsuR8Z4YY8,audio,0.02568533,0.93132097,0.04299372
0,60,VR,Apple,KhsuR8Z4YY8,visual,0.14964703,0.7292408,0.121112175
0,60,VR,Apple,KhsuR8Z4YY8,technology,0.022768557,0.3029749,0.6742565
0,60,VR,Apple,KhsuR8Z4YY8,specification,0.12331703,0.7779121,0.09877089
0,61,VR,Apple,BpzFH_l58rg,performance,0.010051355,0.9133644,0.07658425
0,61,VR,Apple,BpzFH_l58rg,experience,0.0072777434,0.90168786,0.09103433
0,61,VR,Apple,BpzFH_l58rg,gaming,0.0069145192,0.9663561,0.026729317
0,61,VR,Apple,BpzFH_l58rg,mixed reality,0.011390556,0.94919044,0.03941901
0,61,VR,Apple,BpzFH_l58rg,Gyroscope,0.0100950105,0.9246377,0.06526736
0,61,VR,Apple,BpzFH_l58rg,audio,0.0064685754,0.9640871,0.029444246
0,61,VR,Apple,BpzFH_l58rg,visual,0.00580755,0.9333882,0.0608043
0,61,VR,Apple,BpzFH_l58rg,technology,0.008128762,0.89631975,0.09555151
0,61,VR,Apple,BpzFH_l58rg,specification,0.008896245,0.945846,0.045257714
0,62,VR,Apple,BpzFH_l58rg,performance,0.03473157,0.6594745,0.3057939
0,62,VR,Apple,BpzFH_l58rg,experience,0.025041737,0.78045166,0.19450663
0,62,VR,Apple,BpzFH_l58rg,gaming,0.04946249,0.8712703,0.0792672
0,62,VR,Apple,BpzFH_l58rg,mixed reality,0.1824382,0.6816148,0.13594693
0,62,VR,Apple,BpzFH_l58rg,Gyroscope,0.054075945,0.77676,0.16916412
0,62,VR,Apple,BpzFH_l58rg,audio,0.045930874,0.8285775,0.12549162
0,62,VR,Apple,BpzFH_l58rg,visual,0.05751898,0.799006,0.14347497
0,62,VR,Apple,BpzFH_l58rg,technology,0.029064601,0.766188,0.20474733
0,62,VR,Apple,BpzFH_l58rg,specification,0.06446212,0.77376693,0.16177098
0,63,VR,Apple,BpzFH_l58rg,performance,0.007520646,0.15855846,0.8339209
0,63,VR,Apple,BpzFH_l58rg,experience,0.009499297,0.60978466,0.38071594
0,63,VR,Apple,BpzFH_l58rg,gaming,0.014548392,0.5630663,0.4223853
0,63,VR,Apple,BpzFH_l58rg,mixed reality,0.016664123,0.5525816,0.43075418
0,63,VR,Apple,BpzFH_l58rg,Gyroscope,0.013902931,0.43905047,0.5470466
0,63,VR,Apple,BpzFH_l58rg,audio,0.01142015,0.3814479,0.6071319
0,63,VR,Apple,BpzFH_l58rg,visual,0.011491365,0.28800237,0.7005063
0,63,VR,Apple,BpzFH_l58rg,technology,0.009157219,0.5761646,0.41467816
0,63,VR,Apple,BpzFH_l58rg,specification,0.013892189,0.5015167,0.48459116
0,64,VR,Apple,BpzFH_l58rg,performance,0.098077446,0.05974507,0.84217745
0,64,VR,Apple,BpzFH_l58rg,experience,0.061163254,0.05585349,0.8829833
0,64,VR,Apple,BpzFH_l58rg,gaming,0.060086742,0.072984554,0.86692876
0,64,VR,Apple,BpzFH_l58rg,mixed reality,0.10883184,0.10831683,0.7828514
0,64,VR,Apple,BpzFH_l58rg,Gyroscope,0.21642956,0.09906598,0.68450445
0,64,VR,Apple,BpzFH_l58rg,audio,0.15658574,0.075498894,0.7679153
0,64,VR,Apple,BpzFH_l58rg,visual,0.123143956,0.07071657,0.8061394
0,64,VR,Apple,BpzFH_l58rg,technology,0.11056272,0.09475487,0.79468244
0,64,VR,Apple,BpzFH_l58rg,specification,0.09186432,0.056204647,0.85193104
0,65,VR,Apple,BpzFH_l58rg,performance,0.23701361,0.521729,0.2412574
0,65,VR,Apple,BpzFH_l58rg,experience,0.32929948,0.4748924,0.19580814
0,65,VR,Apple,BpzFH_l58rg,gaming,0.25487068,0.53502774,0.21010154
0,65,VR,Apple,BpzFH_l58rg,mixed reality,0.3668979,0.4544144,0.17868769
0,65,VR,Apple,BpzFH_l58rg,Gyroscope,0.28266263,0.5055485,0.21178892
0,65,VR,Apple,BpzFH_l58rg,audio,0.24058342,0.5270824,0.23233421
0,65,VR,Apple,BpzFH_l58rg,visual,0.29904702,0.48694912,0.2140039
0,65,VR,Apple,BpzFH_l58rg,technology,0.26693872,0.49437183,0.23868944
0,65,VR,Apple,BpzFH_l58rg,specification,0.2582448,0.51465875,0.22709644
0,66,VR,Apple,Gyo6apLIMM4,performance,0.79289037,0.086233355,0.12087632
0,66,VR,Apple,Gyo6apLIMM4,experience,0.78932106,0.08738896,0.123289995
0,66,VR,Apple,Gyo6apLIMM4,gaming,0.7793689,0.098331586,0.122299515
0,66,VR,Apple,Gyo6apLIMM4,mixed reality,0.78289187,0.09226211,0.12484607
0,66,VR,Apple,Gyo6apLIMM4,Gyroscope,0.79436636,0.08839792,0.11723577
0,66,VR,Apple,Gyo6apLIMM4,audio,0.7890851,0.087426424,0.12348848
0,66,VR,Apple,Gyo6apLIMM4,visual,0.79686195,0.083949596,0.1191884
0,66,VR,Apple,Gyo6apLIMM4,technology,0.79614925,0.08577357,0.11807722
0,66,VR,Apple,Gyo6apLIMM4,specification,0.7943477,0.084994495,0.12065773
0,67,VR,Apple,Gyo6apLIMM4,performance,0.0507759,0.47442007,0.47480404
0,67,VR,Apple,Gyo6apLIMM4,experience,0.052083354,0.48557594,0.46234068
0,67,VR,Apple,Gyo6apLIMM4,gaming,0.05116432,0.56232136,0.38651437
0,67,VR,Apple,Gyo6apLIMM4,mixed reality,0.050938908,0.52938783,0.41967326
0,67,VR,Apple,Gyo6apLIMM4,Gyroscope,0.055659313,0.5355465,0.40879425
0,67,VR,Apple,Gyo6apLIMM4,audio,0.05532973,0.49261042,0.45205975
0,67,VR,Apple,Gyo6apLIMM4,visual,0.05259656,0.49305424,0.45434922
0,67,VR,Apple,Gyo6apLIMM4,technology,0.051433206,0.5137727,0.43479407
0,67,VR,Apple,Gyo6apLIMM4,specification,0.051532414,0.5001662,0.44830137
0,68,VR,Apple,Gyo6apLIMM4,performance,0.18775205,0.07917378,0.7330742
0,68,VR,Apple,Gyo6apLIMM4,experience,0.17584449,0.07337116,0.75078434
0,68,VR,Apple,Gyo6apLIMM4,gaming,0.16959697,0.08224565,0.74815744
0,68,VR,Apple,Gyo6apLIMM4,mixed reality,0.19158675,0.08223312,0.7261801
0,68,VR,Apple,Gyo6apLIMM4,Gyroscope,0.19280401,0.08474871,0.7224472
0,68,VR,Apple,Gyo6apLIMM4,audio,0.18292783,0.078409195,0.738663
0,68,VR,Apple,Gyo6apLIMM4,visual,0.18917586,0.075940825,0.7348833
0,68,VR,Apple,Gyo6apLIMM4,technology,0.18997082,0.08166738,0.7283618
0,68,VR,Apple,Gyo6apLIMM4,specification,0.20028885,0.08183325,0.7178779
0,69,VR,Apple,Gyo6apLIMM4,performance,0.39160362,0.21691945,0.39147696
0,69,VR,Apple,Gyo6apLIMM4,experience,0.36113584,0.2256156,0.41324854
0,69,VR,Apple,Gyo6apLIMM4,gaming,0.35580233,0.2435852,0.4006125
